,date,label,"('title', 0)","('title', 1)","('title', 2)","('title', 3)","('title', 4)","('title', 5)","('title', 6)","('title', 7)","('title', 8)","('title', 9)","('title', 10)","('title', 11)","('title', 12)","('title', 13)","('title', 14)","('title', 15)","('title', 16)","('title', 17)","('title', 18)","('title', 19)","('title', 20)","('title', 21)","('title', 22)","('title', 23)","('title', 24)","('title', 25)","('title', 26)","('title', 27)","('title', 28)","('title', 29)","('title', 30)","('title', 31)","('title', 32)","('title', 33)","('title', 34)","('title', 35)","('title', 36)","('title', 37)","('title', 38)","('title', 39)"
575,2017-04-28,1.8,中企유통센터 2017 마케팅역량강화지원 사업 2차 참여기업 모집,오마이팩트 홍준표 노무현 때 지니계수 가장 나빴다,생각 짧다 또 거짓말 2시간 혈투 끝내고도 장외 2라운드,대선주자 격돌 세수대책 부족vs사드 10억弗 어쩌냐종합, 심 “정책주권 훼손조항 개정” 안 “지재권 등 바꿀 기회” ,뉴욕개장GDP 부진에도 상승 출발…나스닥 최고치 경신   ,유 후보 머리엔... 성장론 놓고 심상정유승민 설전,뉴욕개장나스닥 최고가 출발...알파벳 실적호조에 ,美 4월 미시간대 소비심리지수 확정치 97.0…잠정치 하회,트럼프 일자리 빼앗는 재앙 한미 FTA…기어이 수술대에,中企유통센터 가정의 달 맞아 렛츠런 파크서 오픈마켓 개최,中企유통센터 중소기업 AS지원사업참여기업 모집,기산진 美 수출 확대 겨냥 기계류·플랜트 기자재 시장개척단 파견,정부 당혹감 속 진의 파악 착수...종료보다는 재협상에 무게,단독 카카오 교환 안 해주려 판매글 수정했다 딱 걸려, 모바일 야구게임 시장 새 도전작 ‘레전드라인업’ 출격,트럼프 “끔찍한 협정” 한·미 FTA 첫 폐기 거론…무역적자 해결 압박 전략인 듯,美1분기 GDP 0.7% 성장…3년來 최저치,휠라 인티모x한혜진 언더웨어 스타일링 클래스 실시,제로투세븐 테마형 복합매장 제로투세븐 해피니스 잠실롯데월드몰점 개점,국회보 2017년 5월호쉽게 읽는 과학이야기초록으로 빛나는 세상 인공 나뭇잎,英 1분기 GDP 증가율 0.3%로 뚝…브렉시트에 지갑 닫기 시작종합,코웨이 1Q 영업익 1209억원…전분기比 25.4%↑,셰일혁명 제2의 물결 반값 가스화학 기습…한국 석유화학 호시절 안주할 땐가,소프트웨어AG 한국 IoT데이터 활용시장 조준,광양시 4월 읍·면·동장 회의 열고 지역 현안 점검,네이버 미용 분야 창작자 지원 확대…연 100명서 1000명으로,황창규 지배 구조 독립성 강화할 것,씨티은행 노조 점포 통폐합 반발 단체행동 결의,KGMA 김두삼 회계사와 ‘재무제표 바로읽기’ 강연 개최,삼수 끝에 부임 주독일 北대사 신임장 제정,‘리니지2 레볼루션’ 드디어 ‘공성전’ 온다…30일 첫 오픈,넥슨 ‘서든어택 2017 챔피언스리그‘ 지역대회 참가자 모집,넥슨 온라인 FPS게임 로브레이커즈‘ 1차 CBT 참가자 모집,국산 PSVR게임 ‘모탈블리츠’ 일본 시장 진출,대선 관련 해킹 이메일 발견 비상,nan,nan,nan,nan
576,2017-05-02,0.6,넥슨 ‘진・삼국무쌍 언리쉬드’ 글로벌 누적 500만 다운로드 돌파,기어S3도 삼성페이로 결제 서비스 지원,앨 고어 전 미국 부통령 다음달 중앙대서 특강,페북 이용자 감정 노출 게시물 마케팅 활용 논란,바텍 계열사 연결 제외로 1분기 매출 감소…실제로는 최대 실적,딜리버리서비스 中 ‘창업신인상’ 수상,카카오 코스피 이전상장 이사회 결의,스페이스X 이번엔 정찰용 위성 발사 성공 ,위험할 땐 흔들어요 10초 만에 신고하는 안심이 앱,카카오 코스피로 이전상장 추진…6월 임시주총 개최 ,카카오 코스피 이전 임시주총 상정...5000억원 투자유치 정해진 바 없다,박대영 사장과 구속 문구,공기청정기·실내 장난감…미세먼지가 바꾼 5월 선물,대선후보IT공약 정의당 심상정 “통신료를 보편요금제로”,대선후보IT공약 더불어민주당 문재인 통신 기본료 완전 폐지,드래곤플라이 가상현실VR게임 ‘스페셜포스 VIVE VR 6월 스팀 출시,대선후보IT공약 바른정당 유승민 “퇴근 후 SNS 업무지시 제한,작가 아니라도 단 한 권이라도 ‘셀프 출판’ 가능해진다,최양희 미래부 장관 의료클러스터 조성계획 점검,앵커리포트 18억 할랄 시장…무슬림 공략 안간힘,뉴욕증시 FOMC·애플 실적 앞두고 상승 출발,첫 번째 증인신문...특검변호인단증인 공방으로 확전,석유류·전월세 값 껑충...물가 넉 달째 2% 안팎 고공 행진,OECD 중 산업재해 1위...예고된 참사 반복,伊국적항공사 알리탈리아 법정관리행…당분간은 정상 운항,11·3 부동산 대책 부산에선 안 먹혔다,날씨 내일 때 이른 더위 절정 오전까지 미세먼지,간추린 단신 “생활물가 강세…올해 물가 여건 쉽지 않아” 외,마지막 토론회 마친 대선주자들 입 모아 아쉽다…장외 신경전은 계속,모바일 액션 RPG ‘몬스터최종병기’ 구글 플레이 정식 출시 ,대선후보IT공약 자유한국당 홍준표 네거티브 규제 도입,대선후보IT공약 국민의당 안철수 “4차 산업혁명은 민간 주도로”,연휴도 양극화…함께 누릴 방법 없나,뉴욕개장나스닥 최고가 경신…FOMC회의·애플 어닝 대기  ,너도나도 서민 주거 안정 공약 실효성 있나,‘제멋대로 대출금리’ 저축은행 14곳 제재,라코스테 5월 맞아 폴로 보야지 프로모션 진행,유족 앞에선 박대영 사장,마르지 않는 눈물,이번엔 洪 청문회 보수 경쟁 安·劉  앞장서 질문 공세
577,2017-05-04,1.4,빌린 안마의자 취소했더니 100만 원 내라,미리보는 이데일리신문바이코리아 랠리…코스피 신기원 열다,해수부 “세월호 인양 7급 공무원이 인터넷 뉴스 보고 언급”,러시아·이란·터키 시리아 안전지대 설립 최종합의,가족을 살리는 마음으로…심폐소생술 배우기 열풍,도 넘은 중국의 사드 보복에 서비스수지 적자 ‘역대 최대’,코스피는 ‘사상 최고치’,유로존 3월 소매판매 전월比 0.3%↑…3개월 연속 증가세,뉴욕증시 6월 기준금리 인상 기대 속 혼조 출발,“美와 소통채널 만들자”… 암참 들어가는 기업들,2241.24 코스피 새 역사,부산에 세계적 수준 선원복지관 건립,자연계열 男 문송문과라서 죄송합니다 인문계보다 취업난,뉴욕개장약보합…트럼프 케어 관망노동생산성 감소,유로존 4월 종합 PMI 최종치 56.8…6년 만에 최고치,코스피 2241.24…사상 최고치,코스피 2240선도 뚫었다...6년 만에 사상 최고치,1만2000걸음으로 국민 만난 안철수…대구에서 뚜벅이 유세 스타트,효도폰도 이젠 스마트폰이 대세,美 3월 무역적자 축소,야놀자 어린이날 맞아 한국백혈병어린이재단에 2000만원 기부,초여름 무더위에 에어컨 매출 전년 동기보다 160% 증가,흑자기업 티브로드  희망퇴직 전격 공고..우울한 황금연휴,삼성전기 어린이날 맞아 임직원과 지역 주민들에 수원·부산·세종사업장 개방,갤럭시S8 소프트키 숨김 기능 검토… 기본 옵션으로 등장할까,중동 손님 잡아라 LG전자 몰 오브 이집트 쇼핑몰에 브랜드샵 입점,킹스레이드 신규 캐릭터 코스튬 시스템 도입,넥슨 위레드소프트에 전략적 투자…‘프로젝트 D’ 글로벌 판권 확보,온세미컨덕터 차량 내 누수 잡는 감시 시스템 개발,온쿄 블루투스 스피커 구입하면 이어폰 증정,홍채 인식 설거지도…뭐든 척척 미래의 스마트 주택,넥슨 모바일게임 개발사 위레드소프트에 투자,‘얼터너티브걸즈’ 50만 다운 돌파…바니걸 복장 쏜다,인텔 자율주행차 워크샵 열고 첨단 차량 연구소 공개,nan,nan,nan,nan,nan,nan
578,2017-05-08,3.3,자영업자·월급쟁이 40% 1년에 1000만원도 못벌어,개인방송 전성시대 나도 웹캠 한대 살까,인터뷰 최준원 유닛파이브 대표 “큐비 어드벤처 국내게임 다각화 초석 되고파”,포토문재인 마지막 유세 광화문광장서 피날레,포토딸 다혜 씨에게 카네이션 받는 문재인,포토홍준표 홍카콜라 원하는 시민들에게 손 내밀다,美 클리블랜드 연은 총재 긴축 미룰 필요 없어,롯데칠성 펩시콜라 등 음료 14종 가격 7% 인상... 편의점 일부 제품,거침없는 코스피 단숨에 50p 급등...2300선에 바짝,일터로 내몰리는 노년층 달갑잖은 고용률 1위,미래 서울 발전소 SBA 혁신챌린지 통해 4차 산업혁명 기틀 굳힌다,5월 2주차 금주에 열리는 프랜차이즈 창업설명회는 …,포토홍준표 강남대로 마비시키는 열열한 지지,사우디 석유장관 감산합의 하반기까지 연장 가능성종합,뉴욕증시 프랑스 우려 완화에 SP·나스닥 사상 최고 출발,뉴욕개장약보합…SP500·나스닥 소폭 오른 뒤 반락 ,코스피 또 경신 2300시대 눈앞,직장인 80% 직장서 외롭다,75세 이상 고용률 OECD 5년째 1위 노후 준비 부족·복지제도 미성숙 탓,사우디 석유장관 “감산합의 하반기까지 연장 가능성”,추천의 시대 ‘정보 편식’에 갇히다,애플 저력으로 웨어러블 시장 1위 탈환,웨어러블 시장 애플워치 웃고 핏빗 울었다,인텔 서버용 제온 프로세서 브랜드 개편… 플래티넘·골드·실버·브론즈,네이버 실검댓글순위 조작 의혹 사실일까,정부 대선 앞두고 사이버위기 경보 주의로 상향,엔클라우드24 게임개발자 대상 어벤저스급 클라우드 솔루션 세미나 개최,스마트폰 청색광 탓에…노인 ‘망막 질환’ 급증,새 정부에선 게임업계 옥죄던 규제 풀릴까,12일부터 15일 정오까지 이통사간 번호이동 중단,네오위즈 모바일게임 흥행.. 기나긴 부진의 늪 탈출한다,뉴욕개장전약보합세…佛마크롱 승리 후 새 기폭제 모색 ,카톡으로 투표소 찾고 유튜브로 개표 방송 보고, e스포츠계 여성 티켓 파워 커진다…오버워치·LoL ‘각광’,차량용 인포테인먼트 산업 몸집 커진다,美 싱클레어 트리뷴 미디어 39억 달러에 인수,nan,nan,nan,nan
579,2017-05-10,-3.0,트럼프 대통령 “문 대통령 미국 방문 공식 초청”,수원대 맞춤형 프로그램으로 언어장벽 뚫는다,한미마이크로닉스 6월까지 행사 … 파워서플라이 사면 게이밍 장패드는 덤,뉴욕개장 하락세…트럼프의 FBI 국장 해고 악재,뉴욕증시 미 FBI 국장 해임 따른 불안 고조 하락 출발,아시아 정상 BCM 구종상 위원장 1억달러 이상 거래될 겁니다,서울가든호텔 비타민 레이디스 파티 패키지 선봬,2017 중견기업 대상 한국 전통 장으로 ‘한식 세계화’ 이끈 샘표식품…장수기업 부문상,美 트럼프 대통령 문재인 대통령 미국 방문 공식 초청2보,클립소프트 고도화작업 완료 … 미래에셋생명 영업지원 클립이폼으로 전환,구로구 미세먼지 저감 물뿌리개 전달, 부산은행 BNK 중고차 오토론 이용객 대상 이벤트,델 EMC 14세대 ‘파워에지’ 서버 공개, 렛츠런파크 부산경남 5월 봄꽃축제 개최,문 대통령트럼프 첫 통화... 트럼프 한국인의 선택에 경의... 북핵 문제 충분히 해결,美 주간 원유재고 520만배럴↓…예상보다 큰 감소폭,문재인 대통령 美 트럼프 대통령과 약 30분 통화1보,화요일 밤의 FBI 학살‥불확실성 급부상,문재인 대통령 트럼프에게 한미동맹 어느때보다 중요3보, 렛츠런파크 부산경남 말산업 직업체험 시행, 렛츠런파크 부산경남 가족사랑 마라톤대회 개최,한컴 1분기 영업이익 23% 증가한 94억원,레드햇 ‘제이보스 EAP 7’ GS 인증 획득,인도 모디 총리 트위터로 문재인 대통령에 당선 축하,미래부 홈페이지 전면서 ‘창조경제’ 삭제,한미약품 당뇨신약 올 4분기 임상 3상,임종석 비서실장 11일 국회의장·여야 4당 지도부 예방,달라질 4가지 경제 정책기본료 폐지 2G·3G 이용자부터 적용…4G는 요금제 개편 중심으로 논의 예상,미래부 홈페이지 전면에서 ‘창조경제’ 삭제,美 NSA 프랑스 대선 해킹 배후로 러시아 지목,잘나가는 ‘카메라 모듈’… 이제 질주한다,문재인 대통령 취임 첫날 홍은동 자택서 잔다,북한 관영매체 문재인 정부 출범일에 한미동맹 조롱,세월호 급변침 원인 밝힐 열쇠 GPS플로터 발견,위키피디아 접근차단한 터키서 헌법소원 제기…정보접근은 인권,램시마 크론병 치료 효과…원조의약품과 동등 입증,nan,nan,nan,nan
580,2017-05-11,-0.2,램시마 날개 달고…셀트리온 영업익 두 배 넘게 급증,SK케미칼 세계 최대 3D 프린팅 콘퍼런스 참가,이상철 화웨이 고문총괄직 수행,EU 집행위 올해 경제성장률 EU 1.9% ·유로존 1.7% 전망,개그맨 김대희·김민경 2017 공정무역 홍보대사,뉴욕 증시 은행주·기술주 약세로 하락 출발,초등 56학년 52% 핸드폰 중독,메이 영 총리 2022년까지 방위비 증액,퍼스트올로 천연 냉감 소재 사용 2017 좋은 인견 시리즈 출시,뉴욕개장하락세…스냅·메이시스 저조한 실적에 실망,뉴욕증시 메이시스 등 기업 실적 실망에 하락 출발,OPEC 4월 원유 생산 1만8000배럴↓…사우디는 소폭 증산,청년 일자리 역대 최악...새 정부 발등 떨어진 불,미리보는 국정1 경제빚 더 안 늘게 묶고 좋은 일자리로 소득 늘려 부실 해소,美 실업수당 수혜자 1년간 192만명···1988년 이후 최저,현대차 ‘글로벌 판매 강화’ 머리 맞댔다,현대상선 한진해운 운영 스페인 컨테이너 터미널 인수,오리온 세계 제과업계 14위 우뚝,영란은행 정책금리 0.25% 동결…올해 성장 전망치 하향,주영진의 뉴스브리핑 앞다퉈 취임 축하 광고 낸 기업들…숙제 아닌 숙제,스티브 몰렌코프 퀄컴 CEO 5G 모든 산업에 새로운 사업기회 만들어줄 것,이상철 전 LG유플러스 부회장 화웨이 고문 맡아,LG G6 중남미 주요 국가에 본격 출시,이상철 LGU 전 부회장 中 화웨이 고문으로,5G에 IoT·자동차 얹는 퀄컴…“多영역 기술 전달이 성공요인”,페북  밴드  인스타  카스  트위터,BCM 선상 네트워킹 참가자들 해운대 밤바다 너무 아름다워요,알라딘그룹 우노큐브 출시 1주년 G1 무료 반품 이벤트,유료방송 가입자 3천만명 육박…KT 점유율 1위 30.18%,티맥스소프트 주요 4개 도시서 로드쇼 개최,네이버vs카카오…국내 양대 포털 AI 전면전 시작,양대 포털 AI 대전 시작…네이버 클로바 앱 곧 출시종합,LG전자 자율주행차 임시운행 허가신청…솔루션·부품 개발 테스트,피키캐스트 탑툰과 제휴…청소부K 연재,KT암센터 개인 맞춤형 암 치료 손잡았다,유가증권 기업공시 11일 천일고속 등,SW센터 반도체연에 편입 뉴 메모리 시대 대비 나서,nan,nan,nan
581,2017-05-12,0.7,美 5월 미시간대 소비심리지수 잠정치 97.7…예상 상회,美 3월 기업재고 전월比 0.2% ↑… 예상치 소폭 상회,마켓인사이트 LG화학 회사채에 1.7조 뭉칫돈,코메르츠방크 OPEC 가격 결정력 상실에 감산 효과 반감,소울부스터 퀴즈 알고리즘 기반 속옷 추천 서비스 정식 론칭,뉴욕개장뉴욕증시 지표부진정치 우려로 하락 출발 ,삼성전자 파운드리 독립... 비메모리 키워 글로벌 반도체 시장 평정,한음저협 저작권 보호를 위한 국제 세미나 개최 ‘서울 선언’ 발표,뉴욕개장하락세…美백화점 실적 부진 여파 지속,투썸플레이스 명품 차茶 브랜드 TWG 업계 단독 출시,베스파의 ‘킹스레이드’ 100만 돌파…자축 이벤트도 개최,영·중·일 통역도 한번에…네이버클로버 AI비서 시장 노크,초미세먼지 잡아주는 필터없는 스웨덴의 신개념 공기청정기 라이트에어,이렇게 찍어봐...애플 아이폰 카메라 사용비법 16가지 소개,넥슨 중국 매출 사상 최대치 기록…역대 분기 최대 실적 달성,대선기간 중 트래픽과 싸우던 IT 엔지니어들,이동통신 기본료폐지되나…업계는 난색,네이버 AI클로바 탑재 스마트폰용 비서 앱 출시,넷마블 게임 대장주 등극,게임업체 차린 문준용씨 정치단체 몰려올까 걱정 ,공지영 작가와 함께하는 가톨릭 독서 콘서트,팬택 “스마트폰 접고 IoT 사업 집중”,삼성전자 네 번째 타이젠폰 Z4 내주 인도서 출시,뉴욕증시 경제지표 주목 속 소폭 하락 출발,탐앤탐스 에티오피아 예가체프 콜드브루로 만든 질소커피 ‘콜드브루 크리미’ 전국 직영매장 선보여,라이카 카메라 마스터 앤 다이나믹과 캡슐 컬렉션 선보여,文 대통령 러 특사 보내겠다푸틴 韓 특사 만나겠다,청와대 유승민·심상정 입각설에 제안한 바 없다 공식부인,美 4월 소매판매 전월比 0.4%↑…가계소비 증가,유로존 3월 산업생산 전월比 0.1%↓…예상과 달리 감소,공공부문 비정규직 31만 명 어떻게 줄이나 ,미국 4월 소매판매 0.4% 증가…2분기 경기회복 신호,美 4월 소비자물가 0.2%↑…상승 반전,美 4월 소비자물가 전월比 0.2% ↑…예상 부합,미래창조과학부 ICT 정책해우소 토론회 개최,美 4월 소매판매 0.4% 증가,nan,nan,nan,nan
582,2017-05-15,0.6,포토뉴스“볍씨 파종 이렇게 하는구나”,국내 기업 9곳 랜섬웨어 피해 신고,무학 소주 판매량 달성 임원 각서 받아 갑질 논란,뉴욕개장 상승세…국제유가 3% 급등,유니스퀘어 단지 내 상가 인기 이어갈까,뉴욕증시 국제유가 급등에 상승 출발,해양비서관 복원하라 각계 요구 물밀듯,MBK 코웨이 지분 3800억 규모 매각,文 대통령 청와대 대변인에 박수현 전 의원,文 대통령 靑 대변인에 박수현…안희정 끌어안기 대통합,한빛소프트 ‘클럽오디션’ 1분기 매출 견인… 국내 매출 비중 37.5%,美 5월 주택시장지수 70…12년 만에 최고 수준,문재인 시대 의미와 과제 ４. 경제 분야,탐사플러스 창조 없이 특산물만…센터들도 존폐 기로,문재인 정부 출범CGV 등 13곳 감염…‘변종’ 피해 우려도,탐사플러스 창조 펀드 쓰임새 보니…보습학원 보증도,문재인 정부 출범“국민 안전은 국가 책임” 청와대 랜섬웨어 대응 주도,랜섬웨어 피해 미미...변종 수백 종 등장,NBT 캐시슬라이드 버전 10.0 업데이트 실시,푸틴 랜섬웨어 공격 바이러스 근원지는 美정보기관,위키피디아 창업자 가짜뉴스 대응 위키트리뷴 한국판 추진,국내 랜섬웨어 대란 없었지만…안심하기엔 이르다,라인뉴스 낡은 운영체제 업데이트 미비가 약점…안심하긴 일러,국내도 랜섬웨어 ‘비상’…극장·병원도 ‘컴퓨터 먹통’,트위터코리아 대표이사에 신창섭 사업총괄 취임,CGV·자영업자까지 공격…랜섬웨어 추가 피해 막으려면,카카오 ‘스토리펀딩’ 후원금 100억 돌파…창작자 2000명 넘어,유로폴 워나크라이 진정 국면…공격 배후 분석 중,정세균 국회의장 “국회도 청년창업 생태계 조성 힘쓸 것”,유로폴 랜섬웨어 워너크라이 사태 유럽서 진정국면,‘몸값 해킹’ 극장까지 침투…개인도 피해,법원 문형표·홍완선 재판 22일 마무리,英 보건장관 랜섬웨어 2차 공격은 아직 없다,전경련 희망퇴직 총 5060명 신청·임금 2040% 삭감도,단독 잇츠한불 경영에서 손 뗀 유근직 전 대표…실무 업무 전담할 듯,불안한 가계대출…2금융권 줄자 은행 증가폭 또 커져,美 5월 뉴욕 제조업 지수 1…대선 이후 첫 마이너스,nan,nan,nan
583,2017-05-16,0.6,영상 내달 21일 베일벗는 모바일 리니지M 쇼케이스로 엿보기,랜섬웨어 공격 北 소행…코드 유사점 발견,국민 10명 중 1명 하루 세끼 ‘혼밥’…건강에 악영향 ‘30% 비만’,게임·VR에서 아트까지 개발자 컨퍼런스 ‘유나이트 서울 2017’ 개막,위메이드엔터·액토즈소프트 미르의 전설 법적 소송 일단락,손바닥 대면 ‘결제 끝’…생체인식 급성장,국제 보안업계 랜섬웨어 공격 놓고 북 배후설 제기,날씨낮 최고 27도…오존 나쁨 아외활동 자제하세요,바른전자 1분기 매출액 620억원···전년대비 16.7% 상승,랜섬웨어 확산 막은 英청년 나는 영웅 아니다,인사 한국휴렛패커드엔터프라이즈HPE,카페24 대만 온라인 결제서비스 1위 기업과 MOU 체결,문 대통령 아들 참여한 모바일 게임 공개,내 신체가 비밀번호…홍채 이어 손바닥으로 인증,갤노트7 악몽 딛고 갤S8 판매 훨훨,악성코드 구조 北 수법 유사…신중론도,중국 사드 경제보복 완화하나…中롯데마트 홈페이지 재가동,이재현 CJ 회장 4년 만에 경영 복귀,美 4월 산업생산 1.0% 증가 3년만에 최고치,美 4월 주택착공실적 2.6%↓…주택착공 허가도 2.5%↓,호남지방통계청 제주서 관광경기 지표 기초 틀 마련,뉴욕증시 홈디포 실적 호조에 SP·나스닥 사상 최고 출발,김병원 농협회장 벼 직파재배 장려,와일드로즈 에델바이스 냉감 티셔츠 출시…AIR 4.0 소재 사용,유로존 1Q GDP 수정치 0.5% ↑…잠정치 상회,2017 클린에너지 부산 원년으로 脫원전·脫석탄 에너지정책 대전환 시작됐다,‘유튜브 키즈’ 국내서도 출시,어젠다 중심 개편 위한 해양비서관 폐지는 어불성설,하천 물길까지 바꾸고 아파트 허가,美 4월 산업생산 1.0% 증가 3년만에 최고치,美 부동산 주춤‥신규 주택 5개월만에 최저,손만 있으면 되는 무인 편의점 세계 첫 등장,유로존 3월 무역흑자 309억유로…수출 13%↑·수입 14%↑,美 4월 산업생산 1.0%↑…3년만에 최고 증가폭,뉴욕개장상승세…SP·나스닥 사상 최고치로 출발 ,영일만항 방파제 공사 입찰담합사 국가에 35억 배상,실명 위협 당뇨망막병증…치료 실마리 찾았다,nan,nan,nan
584,2017-05-17,-0.1,SAS코리아 ‘제 15회 분석 챔피언십’ 개최,롤점검 후 로그인 불가 현상 리그오브레전드 공지사항 보니,트럼프 기밀유출에 IS 잠입한 이스라엘 스파이 목숨 위태,랜섬웨어 피해신고 닷새간 14건…현재 소강상태,삼성전자 타이젠 띄우기 ‘IoT 승부수’,똑똑한 IoT 공용 쓰레기통 내달 도입,퀄컴 애플 하청업체 4곳 제소...소송전 격화,검찰 돈봉투 만찬 감찰 지시한 문 대통령 검찰개혁 아닌 공직기강 문제,액토즈 위메이드에 356억 손해배상 청구...미르 IP 권리 침해,문희상 특사 일본 외상 만나 국민 대다수 위안부합의 수용 못해,액토즈 위메이드 상대로 저작권 소송 제기…분쟁 재점화,캐리와 장난감 친구들 중국 진출 10개월 만에 구독자 155만 확보,단통법 6월 개정…지원금상한제 폐지·위약금상한제 신설,푸틴 미국 트럼프 기밀유출 논란은 정치적 정신분열증,액토즈  위메이드에 미르의전설 저작권침해정지 소송,마모트 천연 옥 소재 적용 여름 팬츠 2종 출시,이라크 5월 원유 수출 최대치 전망…감산 지지 역행,마켓인국민연금 ‘올해의 글로벌 투자자 대상’수상,美 주간 원유재고 180만배럴↓…예상보다 작은 감소폭,유가증권 기업공시 17일 대성산업 등,20세기 초 희귀 전력사료 기증받은 한전,신세계면세점 명동점 18일 오픈 1주년 경품 행사 진행,fn이사람O2O 맞춤 남성복 브랜드 스트라입스 대표 이승준,부산역국제여객터미널 공중 보행덱 9월 전 착공,뉴욕증시 트럼프 불확실성 부각에 하락 출발,HM 여성스럽고 강렬한 ‘자라 라슨HM’ 캡슐 콜렉션 공개,뉴욕개장급락세…트럼프 사법방해 파문에 공포,관상용 바다 새우 인공번식 세계 최초 성공,손바닥 결제 편의점 첫선...유통업계도 무인시대,CJ 이재현 회장 구속 4년 만에 경영 복귀,대출 상환은 이 통장으로…신종 보이스피싱 기승,김상조 공정거래위원장 내정“올 것이 왔다” 재계 긴장 속 일부선 기대감,전관예우… 한동우 한 달 고문료가 3000만원,마켓인에스지에이임베디드 코넥스시장 신규상장,애플의 최신 디자인 개발작은 피자 박스,열렸다 참깨 중동 첫 입자가속연구소 SESAME 출범,코스닥 기업공시 17일 골프존 등,전문가의 세계  김상욱의 물리공부 8 단 4개 식으로 전기 문명의 등불 켜다,nan,nan
585,2017-05-18,-0.9,모바일 RTS ‘테일즈크래프트’ 원스토어 출시…“전략게임 재미 담았다”,법원 레볼루션 청불 효력 가처분 기각…넷마블 “즉시 항고”,웹젠 상반기 신입·경력 공채…31일까지 신청 접수,‘리니지2 레볼루션’ 아시아 서비스 ‘청신호’…사전예약 100만 ‘돌파’,전세계 삼킨 랜섬웨어 가해자·피해자·방조자 “누구를 탓해야”,SAP사파이어 SAP딜로이트 ‘레오나르도’ 기반 서비스 공동 개발,아카마이 TV 수준 라이브 스트리밍 서비스 제공할 것,카닥 수입차 엔진오일 안전관리 캠페인 실시,알리바바 지배기업소유주지분 당기 순익 106.5억위안,아가방앤컴퍼니 후원 와이어트 중국문화원서 단오절 체험,뉴욕증시소매 판매 호조로 소폭 상승세로 출발,대통령 직속 해양 기구 만들자 美 백악관·日 총리 해양수산 정책 통합·조율 진두지휘,부산 주제 제작 6억 넘는 롤스로이스 온다,80량 연결 1.2㎞ 화물열차 보셨나요,대통령 직속 해양 총괄기구 만들자,뉴욕개장보합 혼조…트럼프 사법방해 파문 여파 지속 ,뉴욕증시 트럼프 불확실성에도 소폭 반등 출발,넥슨 모바일 퍼즐액션게임 ‘로드러너원’ 글로벌 출시,컴투스 모바일게임 ‘마제스티아’ 오는 25일 글로벌 출시,SAP사파이어 “기업 경영에 ‘머신러닝’이 접목되면”,IPTV에 가상현실 기술 접목…KT 어린이용 ‘TV쏙’ 서비스,주간 실업수당 신청 23만2천명…3개월 최저치,SK C  C “클라우드 제트 통해 맞춤형 IT 서비스”,아시아나항공 중국 파워블로거 28명 한국 초청,총길이 1.2㎞ 국내 최장 화물열차 시험운행 성공,이랜드 슈펜 지난해 매출 1000억원 돌파 … 연 70% 성장,예상된 OPEC 회의 결과에 시장 영향력 감소 가능성,부영그룹 공군사관학교 교육진흥재단에 1억원 기부,포토뉴스조경 정원 박람회,김병원 농협회장 초등학생들과 모내기,남부발전 요르단에 전력 운영기술 교육,국세청 SNS·어린이 기자단 발족,천홍욱 관세청장 서울세관 국제이사화물 통관센터 방문,시민단체 “문재인 대통령 통신사가 월1만1000원씩 받는 기본료 폐지해야”,한경·네이버 FARM 쾌적한 주방을 만드는 스킨답서스,구글 두들을 아시나요…기념일 디자인하는 구글,포스텍 연구팀 우주 탄생 해법 담은 ‘힉스입자’ 붕괴과정 관측 성공,퀄컴 애플과 특허전쟁 확대…위탁생산업체 4곳 제소,구글 “모바일 퍼스트에서 AI 퍼스트 세계로”,신길5구역 재개발 보라매 SK뷰 이번달 분양
